http://purl.obolibrary.org/obo/ENVO_01000339,http://purl.obolibrary.org/obo/ENVO_00003000
http://purl.obolibrary.org/obo/ENVO_00002030,http://purl.obolibrary.org/obo/ENVO_00000063
http://purl.obolibrary.org/obo/ENVO_01000178,http://purl.obolibrary.org/obo/ENVO_00000261
http://purl.obolibrary.org/obo/ENVO_01000059,http://polytraits.lifewatchgreece.eu/terms/SOC_PHAN
http://purl.obolibrary.org/obo/ENVO_00000447,http://purl.obolibrary.org/obo/ENVO_01000321
http://purl.obolibrary.org/obo/ENVO_00000447,http://purl.obolibrary.org/obo/ENVO_00002149
http://purl.obolibrary.org/obo/ENVO_00002113,http://purl.obolibrary.org/obo/ENVO_00002118
http://purl.obolibrary.org/obo/ENVO_01000020,http://purl.obolibrary.org/obo/ENVO_00000045
http://purl.obolibrary.org/obo/ENVO_00000447,http://purl.obolibrary.org/obo/ENVO_00000569
http://purl.obolibrary.org/obo/ENVO_00000447,http://purl.obolibrary.org/obo/ENVO_01000031
http://purl.obolibrary.org/obo/ENVO_00000447,http://purl.obolibrary.org/obo/ENVO_00001999
http://purl.obolibrary.org/obo/ENVO_01000024,http://purl.obolibrary.org/obo/ENVO_01000105
http://purl.obolibrary.org/obo/ENVO_01000030,http://purl.obolibrary.org/obo/ENVO_01000122
http://purl.obolibrary.org/obo/ENVO_01000023,http://purl.obolibrary.org/obo/ENVO_01000044
http://purl.obolibrary.org/obo/ENVO_01000027,http://polytraits.lifewatchgreece.eu/terms/DZ_ABY
http://purl.obolibrary.org/obo/ENVO_01000026,http://polytraits.lifewatchgreece.eu/terms/DZ_BAT
http://purl.obolibrary.org/obo/ENVO_00000211,http://polytraits.lifewatchgreece.eu/terms/DZP_BATH
http://purl.obolibrary.org/obo/ENVO_01000029,http://purl.obolibrary.org/obo/ENVO_01000143
http://purl.obolibrary.org/obo/ENVO_01000123,http://purl.obolibrary.org/obo/ENVO_01000161
http://purl.obolibrary.org/obo/ENVO_01000022,http://purl.obolibrary.org/obo/ENVO_00000240
http://purl.obolibrary.org/obo/ENVO_00000873,http://purl.obolibrary.org/obo/ENVO_00002011
http://purl.obolibrary.org/obo/ENVO_00000873,http://purl.obolibrary.org/obo/ENVO_01000306
http://purl.obolibrary.org/obo/ENVO_00000873,http://purl.obolibrary.org/obo/ENVO_00002037
http://purl.obolibrary.org/obo/ENVO_01000252,http://purl.obolibrary.org/obo/ENVO_00000021
http://purl.obolibrary.org/obo/ENVO_01000252,http://eol.org/schema/terms/freshwaterLake
http://purl.obolibrary.org/obo/ENVO_01000253,http://purl.obolibrary.org/obo/ENVO_00000022
http://purl.obolibrary.org/obo/ENVO_00000033,http://eol.org/schema/terms/freshwaterPond
http://purl.obolibrary.org/obo/ENVO_00002019,http://purl.obolibrary.org/obo/ENVO_01000322
http://purl.obolibrary.org/obo/ENVO_00000570,http://purl.obolibrary.org/obo/ENVO_01000322
http://purl.obolibrary.org/obo/ENVO_01000022,http://purl.obolibrary.org/obo/ENVO_00000054
http://purl.obolibrary.org/obo/ENVO_01000180,http://eol.org/schema/terms/tundra
http://purl.obolibrary.org/obo/ENVO_01000024,http://purl.obolibrary.org/obo/ENVO_00000482
http://purl.obolibrary.org/obo/ENVO_01000174,http://purl.obolibrary.org/obo/ENVO_00000111
http://purl.obolibrary.org/obo/ENVO_01000179,http://eol.org/schema/terms/deserts_and_xeric_shrublands
http://purl.obolibrary.org/obo/ENVO_01000177,http://purl.obolibrary.org/obo/ENVO_00000106
http://purl.obolibrary.org/obo/ENVO_00000446,http://purl.obolibrary.org/obo/ENVO_00002009 
http://purl.obolibrary.org/obo/ENVO_00000447,http://purl.obolibrary.org/obo/ENVO_00000569
http://purl.obolibrary.org/obo/ENVO_01000180,https://www.wikidata.org/entity/Q43262
